estudiantes	agno_ingreso	tipo_ie	nem	psu	ranking_10	ranking_75	dependencia	año_egreso	QUINTIL
6	2013	U-PRIVADA	60a70	S/I	0	0	MUN	2011	2
6	2011	U-PRIVADA	60a70	S/I	0	0	PP	2009	4
6	2013	U-PRIVADA	60a70	S/I	0	0	PS	2011	3
6	2012	U-PRIVADA	S/I	500a550			S/I	S/I	
6	2013	U-PRIVADA	S/I	700a900			S/I	S/I	4
5	2013	CFT	40a50	100a475	0	0	MUN	2008oAnterior	3
5	2013	CFT	40a50	100a475	0	0	MUN	2010	2
5	2013	CFT	40a50	100a475	0	0	MUN	2010	3
5	2013	CFT	40a50	100a475	0	0	MUN	2011	5
5	2013	CFT	40a50	100a475	0	0	PS	2008oAnterior	3
5	2013	CFT	40a50	475a500	0	0	PS	2011	1
5	2013	CFT	40a50	500a550	0	0	PS	2011	2
5	2013	CFT	50a55	100a475	0	0	PS	2008oAnterior	5
5	2013	CFT	50a55	475a500	0	0	MUN	2008oAnterior	3
5	2013	CFT	50a55	475a500	0	0	MUN	2010	1
5	2013	CFT	50a55	475a500	0	0	MUN	2010	2
5	2013	CFT	50a55	475a500	0	0	MUN	2011	5
5	2013	CFT	50a55	475a500	0	0	PS	2010	1
5	2013	CFT	50a55	475a500	0	0	PS	2010	4
5	2013	CFT	50a55	500a550	0	0	MUN	2010	2
5	2013	CFT	50a55	500a550	0	0	PS	2010	1
5	2013	CFT	50a55	550a600	0	0	MUN	2012	3
5	2013	CFT	50a55	S/I	0	0	PP	2008oAnterior	2
5	2013	CFT	50a55	S/I	0	0	PP	2008oAnterior	5
5	2013	CFT	55a60	100a475	0	0	MUN	2009	4
5	2013	CFT	55a60	100a475	0	0	PS	2008oAnterior	3
5	2013	CFT	55a60	100a475	0	0	PS	2008oAnterior	4
5	2013	CFT	55a60	100a475	1	0	PS	2012	4
5	2013	CFT	55a60	475a500	1	0	PS	2012	1
5	2013	CFT	55a60	500a550	0	0	PS	2010	1
5	2013	CFT	55a60	500a550	0	0	PS	2010	2
5	2013	CFT	55a60	500a550	0	0	PS	2010	3
5	2013	CFT	55a60	500a550	0	0	PS	2011	5
5	2013	CFT	55a60	500a550	1	1	PS	2012	1
5	2013	CFT	55a60	550a600	0	0	PS	2008oAnterior	2
5	2013	CFT	55a60	550a600	0	0	PS	2010	3
5	2013	CFT	55a60	S/I	1	0	PS	2012	2
5	2013	CFT	55a60	S/I	1	1	MUN	2012	1
5	2013	CFT	60a70	100a475	0	0	MUN	2008oAnterior	1
5	2013	CFT	60a70	100a475	0	0	MUN	2009	1
5	2013	CFT	60a70	100a475	1	1	MUN	2012	4
5	2013	CFT	60a70	475a500	0	0	MUN	2011	2
5	2013	CFT	60a70	475a500	0	0	PS	2011	3
5	2013	CFT	60a70	475a500	0	0	PS	2012	3
5	2013	CFT	60a70	475a500	1	1	MUN	2012	3
5	2013	CFT	60a70	475a500	1	1	PS	2012	4
5	2013	CFT	60a70	500a550	0	0	PS	2012	4
5	2013	CFT	60a70	550a600	1	1	PS	2012	2
5	2013	CFT	60a70	550a600	1	1	PS	2012	3
5	2013	CFT	60a70	S/I	0	0	MUN	2010	4
5	2013	CFT	60a70	S/I	1	1	PS	2012	3
5	2013	CFT	S/I	500a550			S/I	S/I	5
5	2013	IP	40a50	100a475	0	0	PS	2008oAnterior	5
5	2013	IP	40a50	475a500	0	0	MUN	2010	1
5	2013	IP	40a50	475a500	0	0	MUN	2012	3
5	2007	IP	40a50	475a500	0	0	PS	2008oAnterior	4
5	2013	IP	40a50	475a500	0	0	PS	2010	1
5	2013	IP	40a50	500a550	0	0	MUN	2008oAnterior	2
5	2013	IP	40a50	500a550	0	0	MUN	2011	1
5	2013	IP	40a50	500a550	0	0	MUN	2012	3
5	2013	IP	40a50	500a550	0	0	PS	2010	2
5	2013	IP	40a50	550a600	0	0	PS	2012	2
5	2013	IP	40a50	S/I	0	0	MUN	2011	5
5	2010	IP	50a55	100a475	0	0	PS	2009	5
5	2013	IP	50a55	475a500	0	0	PS	2009	1
5	2013	IP	50a55	475a500	0	0	PS	2009	4
5	2013	IP	50a55	500a550	0	0	MUN	2009	1
5	2013	IP	50a55	500a550	0	0	PP	2011	4
5	2013	IP	50a55	500a550	0	0	PS	2009	5
5	2013	IP	50a55	550a600	0	0	MUN	2008oAnterior	3
5	2013	IP	50a55	550a600	0	0	MUN	2010	2
5	2013	IP	50a55	550a600	0	0	PP	2011	5
5	2013	IP	50a55	550a600	0	0	PS	2008oAnterior	3
5	2013	IP	50a55	600a700	0	0	MUN	2012	4
5	2013	IP	50a55	600a700	0	0	MUN	2012	5
5	2013	IP	50a55	600a700	0	0	PS	2011	4
5	2013	IP	50a55	600a700	0	0	PS	2011	5
5	2013	IP	50a55	600a700	0	0	PS	2012	2
5	2013	IP	50a55	600a700	0	0	PS	2012	3
5	2013	IP	50a55	S/I	0	0	PP	2009	3
5	2013	IP	50a55	S/I	0	0	PP	2012	4
5	2013	IP	55a60	100a475	0	0	MUN	2009	4
5	2013	IP	55a60	100a475	0	0	PS	2008oAnterior	5
5	2013	IP	55a60	475a500	0	0	MUN	2009	1
5	2013	IP	55a60	475a500	0	0	MUN	2010	4
5	2013	IP	55a60	475a500	0	0	PS	2009	1
5	2013	IP	55a60	475a500	0	0	PS	2010	4
5	2013	IP	55a60	475a500	1	0	MUN	2012	2
5	2013	IP	55a60	475a500	1	0	MUN	2012	3
5	2013	IP	55a60	475a500	1	0	PS	2012	1
5	2013	IP	55a60	475a500	1	0	PS	2012	3
5	2013	IP	55a60	475a500	1	1	PS	2012	3
5	2013	IP	55a60	500a550	1	0	MUN	2012	1
5	2013	IP	55a60	500a550	1	0	MUN	2012	2
5	2013	IP	55a60	550a600	0	0	MUN	2011	4
5	2013	IP	55a60	550a600	0	0	MUN	2012	5
5	2013	IP	55a60	550a600	0	0	PP	2011	5
5	2013	IP	55a60	550a600	0	0	PS	2009	3
5	2013	IP	55a60	600a700	0	0	MUN	2011	1
5	2013	IP	55a60	600a700	0	0	MUN	2012	3
5	2013	IP	55a60	600a700	0	0	PS	2011	4
5	2013	IP	55a60	600a700	0	0	PS	2012	5
5	2013	IP	55a60	S/I	0	0	MUN	2011	5
5	2013	IP	55a60	S/I	1	0	MUN	2012	2
5	2013	IP	60a70	100a475	0	0	PS	2008oAnterior	4
5	2013	IP	60a70	100a475	0	0	PS	2009	2
5	2013	IP	60a70	100a475	0	0	PS	2011	5
5	2013	IP	60a70	475a500	0	0	PS	2008oAnterior	1
5	2013	IP	60a70	475a500	0	0	PS	2010	2
5	2013	IP	60a70	475a500	0	0	PS	2011	3
5	2013	IP	60a70	475a500	0	0	PS	2011	5
5	2013	IP	60a70	475a500	0	0	PS	2012	3
5	2013	IP	60a70	475a500	1	0	MUN	2012	2
5	2013	IP	60a70	500a550	0	0	MUN	2008oAnterior	1
5	2013	IP	60a70	500a550	0	0	MUN	2010	2
5	2013	IP	60a70	500a550	0	0	MUN	2012	3
5	2013	IP	60a70	500a550	0	0	PS	2008oAnterior	1
5	2013	IP	60a70	500a550	0	0	PS	2010	3
5	2013	IP	60a70	500a550	1	0	PS	2012	3
5	2013	IP	60a70	500a550	1	1	PS	2012	5
5	2013	IP	60a70	550a600	0	0	MUN	2008oAnterior	1
5	2013	IP	60a70	550a600	0	0	MUN	2010	3
5	2013	IP	60a70	550a600	0	0	MUN	2012	1
5	2013	IP	60a70	550a600	1	1	MUN	2012	2
5	2013	IP	60a70	550a600	1	1	MUN	2012	3
5	2013	IP	60a70	600a700	0	0	PS	2008oAnterior	3
5	2013	IP	60a70	600a700	0	0	PS	2009	1
5	2013	IP	60a70	600a700	1	1	PS	2012	1
5	2013	IP	60a70	S/I	0	0	MUN	2010	5
5	2013	IP	60a70	S/I	0	0	MUN	2012	3
5	2013	IP	60a70	S/I	0	0	PS	2011	3
5	2013	IP	60a70	S/I	0	0	PS	2012	2
5	2013	IP	60a70	S/I	1	1	MUN	2012	4
5	2013	IP	S/I	600a700			S/I	S/I	3
5	2013	U-CRUCH	40a50	100a475	0	0	MUN	2012	1
5	2013	U-CRUCH	40a50	100a475	0	0	MUN	2012	2
5	2013	U-CRUCH	40a50	100a475	0	0	PS	2012	3
5	2013	U-CRUCH	40a50	500a550	0	0	MUN	2011	1
5	2013	U-CRUCH	40a50	500a550	0	0	MUN	2012	3
5	2013	U-CRUCH	40a50	500a550	0	0	PS	2008oAnterior	4
5	2013	U-CRUCH	40a50	550a600	0	0	MUN	2009	1
5	2013	U-CRUCH	40a50	550a600	0	0	PS	2011	1
5	2013	U-CRUCH	40a50	550a600	0	0	PS	2012	1
5	2013	U-CRUCH	50a55	475a500	0	0	MUN	2010	2
5	2013	U-CRUCH	50a55	475a500	0	0	PS	2008oAnterior	1
5	2013	U-CRUCH	50a55	475a500	0	0	PS	2009	1
5	2013	U-CRUCH	50a55	475a500	0	0	PS	2009	2
5	2013	U-CRUCH	50a55	500a550	0	0	MUN	2009	4
5	2013	U-CRUCH	50a55	500a550	0	0	MUN	2010	4
5	2013	U-CRUCH	50a55	500a550	0	0	PP	2011	2
5	2013	U-CRUCH	50a55	550a600	0	0	MUN	2010	4
5	2013	U-CRUCH	50a55	550a600	0	0	PP	2012	
5	2013	U-CRUCH	50a55	550a600	0	0	PS	2009	
5	2013	U-CRUCH	50a55	600a700	0	0	PS	2010	5
5	2013	U-CRUCH	50a55	S/I	0	0	MUN	2008oAnterior	5
5	2013	U-CRUCH	50a55	S/I	0	0	MUN	2009	3
5	2013	U-CRUCH	50a55	S/I	0	0	MUN	2012	4
5	2013	U-CRUCH	50a55	S/I	0	0	MUN	2012	5
5	2013	U-CRUCH	50a55	S/I	0	0	PS	2008oAnterior	5
5	2013	U-CRUCH	50a55	S/I	0	0	PS	2009	4
5	2013	U-CRUCH	55a60	100a475	0	0	MUN	2011	2
5	2013	U-CRUCH	55a60	100a475	1	0	MUN	2012	2
5	2013	U-CRUCH	55a60	100a475	1	1	MUN	2012	2
5	2013	U-CRUCH	55a60	100a475	1	1	PS	2012	2
5	2013	U-CRUCH	55a60	475a500	0	0	MUN	2010	3
5	2013	U-CRUCH	55a60	475a500	1	0	MUN	2012	4
5	2013	U-CRUCH	55a60	475a500	1	0	PS	2012	1
5	2013	U-CRUCH	55a60	500a550	0	0	PS	2012	
5	2013	U-CRUCH	55a60	500a550	1	0	PS	2012	4
5	2013	U-CRUCH	55a60	550a600	0	0	MUN	2008oAnterior	5
5	2013	U-CRUCH	55a60	550a600	0	0	PS	2009	5
5	2013	U-CRUCH	55a60	550a600	1	1	PS	2012	4
5	2013	U-CRUCH	55a60	600a700	0	0	MUN	2008oAnterior	
5	2013	U-CRUCH	55a60	600a700	0	0	PP	2008oAnterior	
5	2013	U-CRUCH	55a60	600a700	0	0	PP	2008oAnterior	2
5	2013	U-CRUCH	55a60	600a700	0	0	PP	2008oAnterior	4
5	2013	U-CRUCH	55a60	600a700	0	0	PP	2009	2
5	2013	U-CRUCH	55a60	600a700	0	0	PP	2010	4
5	2013	U-CRUCH	55a60	600a700	0	0	PP	2011	1
5	2013	U-CRUCH	55a60	600a700	0	0	PS	2009	
5	2013	U-CRUCH	55a60	600a700	1	0	PS	2012	2
5	2013	U-CRUCH	55a60	700a900	0	0	MUN	2008oAnterior	2
5	2013	U-CRUCH	55a60	700a900	0	0	MUN	2011	5
5	2013	U-CRUCH	55a60	700a900	0	0	MUN	2012	2
5	2013	U-CRUCH	55a60	700a900	0	0	PS	2008oAnterior	3
5	2013	U-CRUCH	55a60	700a900	0	0	PS	2009	2
5	2013	U-CRUCH	55a60	S/I	0	0	MUN	2009	2
5	2013	U-CRUCH	55a60	S/I	0	0	PS	2009	2
5	2013	U-CRUCH	55a60	S/I	0	0	PS	2009	4
5	2013	U-CRUCH	55a60	S/I	0	0	PS	2010	1
5	2013	U-CRUCH	55a60	S/I	0	0	PS	2010	4
5	2013	U-CRUCH	55a60	S/I	0	0	PS	2012	5
5	2013	U-CRUCH	60a70	100a475	0	0	MUN	2012	5
5	2013	U-CRUCH	60a70	100a475	0	0	PS	2011	1
5	2013	U-CRUCH	60a70	475a500	0	0	MUN	2008oAnterior	2
5	2013	U-CRUCH	60a70	475a500	0	0	MUN	2010	1
5	2013	U-CRUCH	60a70	475a500	0	0	MUN	2011	4
5	2013	U-CRUCH	60a70	475a500	0	0	MUN	2012	5
5	2013	U-CRUCH	60a70	475a500	0	0	PS	2010	2
5	2013	U-CRUCH	60a70	500a550	0	0	MUN	2010	4
5	2013	U-CRUCH	60a70	500a550	0	0	PP	2012	3
5	2013	U-CRUCH	60a70	500a550	0	0	PP	2012	4
5	2013	U-CRUCH	60a70	550a600	0	0	PS	2012	
5	2013	U-CRUCH	60a70	600a700	1	1	PS	2012	
5	2013	U-CRUCH	60a70	700a900	0	0	MUN	2009	3
5	2013	U-CRUCH	60a70	700a900	0	0	PP	2008oAnterior	4
5	2013	U-CRUCH	60a70	700a900	0	0	PP	2008oAnterior	5
5	2013	U-CRUCH	60a70	700a900	0	0	PP	2010	4
5	2013	U-CRUCH	60a70	700a900	0	0	PS	2008oAnterior	4
5	2013	U-CRUCH	60a70	700a900	0	0	PS	2008oAnterior	5
5	2013	U-CRUCH	60a70	700a900	0	0	PS	2009	3
5	2013	U-CRUCH	60a70	700a900	1	0	MUN	2012	4
5	2013	U-CRUCH	60a70	S/I	0	0	MUN	2008oAnterior	3
5	2013	U-CRUCH	60a70	S/I	0	0	MUN	2008oAnterior	4
5	2013	U-CRUCH	60a70	S/I	0	0	PS	2008oAnterior	1
5	2013	U-CRUCH	60a70	S/I	0	0	PS	2008oAnterior	2
5	2013	U-CRUCH	60a70	S/I	0	0	PS	2008oAnterior	3
5	2013	U-CRUCH	60a70	S/I	0	0	PS	2011	2
5	2013	U-CRUCH	S/I	100a475			S/I	S/I	3
5	2013	U-CRUCH	S/I	100a475			S/I	S/I	4
5	2013	U-CRUCH	S/I	700a900			S/I	S/I	
5	2013	U-CRUCH	S/I	S/I			S/I	S/I	
5	2013	U-PRIVADA	40a50	100a475	0	0	PS	2010	3
5	2013	U-PRIVADA	40a50	100a475	0	0	PS	2010	5
5	2013	U-PRIVADA	40a50	475a500	0	0	MUN	2011	1
5	2013	U-PRIVADA	40a50	475a500	0	0	MUN	2011	3
5	2013	U-PRIVADA	40a50	475a500	0	0	MUN	2011	4
5	2013	U-PRIVADA	40a50	475a500	0	0	PP	2012	4
5	2013	U-PRIVADA	40a50	500a550	0	0	MUN	2009	3
5	2013	U-PRIVADA	40a50	500a550	0	0	MUN	2010	1
5	2013	U-PRIVADA	40a50	500a550	0	0	MUN	2010	4
5	2013	U-PRIVADA	40a50	500a550	0	0	PP	2012	1
5	2013	U-PRIVADA	40a50	550a600	0	0	MUN	2010	2
5	2013	U-PRIVADA	40a50	550a600	0	0	PS	2010	4
5	2013	U-PRIVADA	40a50	S/I	0	0	MUN	2010	1
5	2013	U-PRIVADA	40a50	S/I	0	0	MUN	2011	2
5	2013	U-PRIVADA	40a50	S/I	0	0	PS	2010	5
5	2013	U-PRIVADA	40a50	S/I	0	0	PS	2011	5
5	2013	U-PRIVADA	50a55	475a500	0	0	PP	2011	3
5	2013	U-PRIVADA	50a55	475a500	0	0	PS	2012	
5	2013	U-PRIVADA	50a55	500a550	0	0	MUN	2009	4
5	2013	U-PRIVADA	50a55	500a550	0	0	MUN	2009	5
5	2013	U-PRIVADA	50a55	500a550	0	0	PP	2010	3
5	2013	U-PRIVADA	50a55	500a550	0	0	PP	2012	1
5	2013	U-PRIVADA	50a55	500a550	0	0	PS	2012	
5	2013	U-PRIVADA	50a55	550a600	0	0	MUN	2010	5
5	2013	U-PRIVADA	50a55	550a600	0	0	PP	2008oAnterior	3
5	2013	U-PRIVADA	50a55	600a700	0	0	MUN	2008oAnterior	3
5	2013	U-PRIVADA	50a55	600a700	0	0	MUN	2009	2
5	2013	U-PRIVADA	50a55	600a700	0	0	MUN	2010	1
5	2013	U-PRIVADA	50a55	600a700	0	0	PP	2011	2
5	2013	U-PRIVADA	50a55	600a700	0	0	PS	2008oAnterior	
5	2013	U-PRIVADA	50a55	600a700	0	0	PS	2008oAnterior	5
5	2013	U-PRIVADA	50a55	S/I	0	0	MUN	2012	4
5	2013	U-PRIVADA	50a55	S/I	0	0	MUN	2012	5
5	2011	U-PRIVADA	50a55	S/I	0	0	PP	2009	3
5	2013	U-PRIVADA	50a55	S/I	0	0	PP	2011	4
5	2013	U-PRIVADA	50a55	S/I	0	0	PS	2012	5
5	2013	U-PRIVADA	55a60	100a475	0	0	PP	2012	3
5	2013	U-PRIVADA	55a60	100a475	0	0	PP	2012	5
5	2013	U-PRIVADA	55a60	100a475	1	0	MUN	2012	3
5	2013	U-PRIVADA	55a60	475a500	0	0	MUN	2010	3
5	2013	U-PRIVADA	55a60	475a500	1	1	MUN	2012	1
5	2013	U-PRIVADA	55a60	500a550	0	0	MUN	2008oAnterior	5
5	2013	U-PRIVADA	55a60	500a550	0	0	MUN	2009	3
5	2013	U-PRIVADA	55a60	500a550	0	0	PP	2011	3
5	2012	U-PRIVADA	55a60	500a550	0	0	PS	2009	5
5	2013	U-PRIVADA	55a60	500a550	1	0	MUN	2012	2
5	2013	U-PRIVADA	55a60	550a600	0	0	MUN	2009	3
5	2013	U-PRIVADA	55a60	550a600	0	0	PP	2010	5
5	2013	U-PRIVADA	55a60	550a600	0	0	PP	2012	1
5	2013	U-PRIVADA	55a60	550a600	1	1	MUN	2012	3
5	2013	U-PRIVADA	55a60	600a700	0	0	MUN	2009	2
5	2013	U-PRIVADA	55a60	600a700	0	0	PP	2012	1
5	2012	U-PRIVADA	55a60	600a700	0	0	PS	2009	5
5	2013	U-PRIVADA	55a60	600a700	1	1	PS	2012	3
5	2013	U-PRIVADA	55a60	700a900	0	0	PS	2011	4
5	2013	U-PRIVADA	55a60	S/I	0	0	MUN	2009	4
5	2010	U-PRIVADA	55a60	S/I	0	0	PS	2008oAnterior	
5	2012	U-PRIVADA	60a70	100a475	0	0	MUN	2010	3
5	2013	U-PRIVADA	60a70	100a475	0	0	MUN	2011	4
5	2013	U-PRIVADA	60a70	100a475	0	0	MUN	2012	5
5	2013	U-PRIVADA	60a70	100a475	0	0	PS	2008oAnterior	4
5	2013	U-PRIVADA	60a70	475a500	0	0	MUN	2008oAnterior	1
5	2013	U-PRIVADA	60a70	475a500	1	0	PS	2012	3
5	2013	U-PRIVADA	60a70	475a500	1	1	MUN	2012	4
5	2013	U-PRIVADA	60a70	500a550	0	0	PP	2012	3
5	2013	U-PRIVADA	60a70	500a550	1	1	MUN	2012	5
5	2013	U-PRIVADA	60a70	550a600	0	0	MUN	2011	5
5	2013	U-PRIVADA	60a70	550a600	0	0	PP	2012	2
5	2013	U-PRIVADA	60a70	550a600	0	0	PS	2008oAnterior	5
5	2013	U-PRIVADA	60a70	550a600	0	0	PS	2010	4
5	2013	U-PRIVADA	60a70	600a700	0	0	PP	2011	2
5	2013	U-PRIVADA	60a70	600a700	0	0	PP	2012	1
5	2013	U-PRIVADA	60a70	600a700	0	0	PS	2009	4
5	2013	U-PRIVADA	60a70	600a700	0	0	PS	2010	1
5	2013	U-PRIVADA	60a70	700a900	0	0	MUN	2008oAnterior	1
5	2013	U-PRIVADA	60a70	700a900	0	0	MUN	2011	2
5	2013	U-PRIVADA	60a70	700a900	0	0	PP	2012	3
5	2013	U-PRIVADA	60a70	700a900	1	1	PS	2012	2
5	2009	U-PRIVADA	60a70	S/I	0	0	PP	2008oAnterior	3
5	2013	U-PRIVADA	60a70	S/I	0	0	PS	2011	4
5	2013	U-PRIVADA	S/I	550a600			S/I	S/I	
5	2013	U-PRIVADA	S/I	700a900			S/I	S/I	1
5	2013	U-PRIVADA	S/I	700a900			S/I	S/I	5
4	2013	CFT	40a50	100a475	0	0	MUN	2008oAnterior	1
4	2013	CFT	40a50	100a475	0	0	PP	2011	5
4	2013	CFT	40a50	100a475	0	0	PP	2012	3
4	2013	CFT	40a50	100a475	0	0	PS	2009	3
4	2013	CFT	40a50	100a475	0	0	PS	2009	4
4	2013	CFT	40a50	475a500	0	0	MUN	2012	3
4	2013	CFT	40a50	475a500	0	0	PS	2011	4
4	2013	CFT	40a50	500a550	0	0	MUN	2012	1
4	2013	CFT	40a50	500a550	0	0	PP	2012	4
4	2013	CFT	40a50	500a550	0	0	PS	2008oAnterior	2
4	2013	CFT	40a50	S/I	0	0	PS	2011	5
4	2013	CFT	50a55	100a475	0	0	PP	2011	5
4	2013	CFT	50a55	100a475	0	0	PP	2012	1
4	2013	CFT	50a55	475a500	0	0	MUN	2008oAnterior	2
4	2013	CFT	50a55	475a500	0	0	MUN	2012	5
4	2013	CFT	50a55	475a500	0	0	PS	2008oAnterior	3
4	2013	CFT	50a55	475a500	0	0	PS	2009	1
4	2013	CFT	50a55	475a500	0	0	PS	2009	2
4	2013	CFT	50a55	500a550	0	0	MUN	2009	1
4	2013	CFT	50a55	500a550	0	0	PP	2012	5
4	2013	CFT	50a55	500a550	0	0	PS	2008oAnterior	4
4	2013	CFT	50a55	500a550	0	0	PS	2011	5
4	2013	CFT	50a55	550a600	0	0	PS	2010	2
4	2013	CFT	50a55	550a600	0	0	PS	2010	4
4	2011	CFT	50a55	S/I	0	0	PP	2008oAnterior	3
4	2013	CFT	50a55	S/I	0	0	PP	2008oAnterior	4
4	2013	CFT	55a60	100a475	0	0	PS	2009	3
4	2013	CFT	55a60	100a475	0	0	PS	2009	5
4	2013	CFT	55a60	100a475	1	1	MUN	2012	4
4	2013	CFT	55a60	100a475	1	1	PS	2012	4
4	2013	CFT	55a60	475a500	0	0	PS	2008oAnterior	1
4	2013	CFT	55a60	475a500	0	0	PS	2009	2
4	2013	CFT	55a60	475a500	0	0	PS	2010	1
4	2013	CFT	55a60	475a500	0	0	PS	2010	3
4	2013	CFT	55a60	475a500	1	1	MUN	2012	1
4	2013	CFT	55a60	500a550	0	0	MUN	2010	4
4	2013	CFT	55a60	550a600	0	0	MUN	2011	2
4	2013	CFT	55a60	550a600	0	0	MUN	2011	3
4	2013	CFT	55a60	550a600	1	1	PS	2012	2
4	2013	CFT	55a60	S/I	0	0	MUN	2010	5
4	2013	CFT	55a60	S/I	0	0	PP	2008oAnterior	3
4	2013	CFT	55a60	S/I	0	0	PP	2008oAnterior	5
4	2013	CFT	55a60	S/I	1	0	MUN	2012	2
4	2013	CFT	55a60	S/I	1	0	PS	2012	3
4	2013	CFT	55a60	S/I	1	1	MUN	2012	3
4	2013	CFT	55a60	S/I	1	1	PS	2012	2
4	2013	CFT	60a70	100a475	0	0	MUN	2009	2
4	2013	CFT	60a70	100a475	0	0	MUN	2012	5
4	2013	CFT	60a70	100a475	0	0	PS	2008oAnterior	3
4	2013	CFT	60a70	100a475	1	1	PS	2012	5
4	2013	CFT	60a70	475a500	0	0	PS	2008oAnterior	2
4	2013	CFT	60a70	475a500	0	0	PS	2010	1
4	2013	CFT	60a70	475a500	0	0	PS	2010	2
4	2013	CFT	60a70	475a500	0	0	PS	2011	4
4	2013	CFT	60a70	500a550	0	0	MUN	2008oAnterior	2
4	2013	CFT	60a70	500a550	1	0	MUN	2012	1
4	2013	CFT	60a70	500a550	1	0	PS	2012	3
4	2013	CFT	60a70	550a600	0	0	MUN	2008oAnterior	2
4	2013	CFT	60a70	550a600	0	0	MUN	2011	2
4	2013	CFT	60a70	550a600	0	0	MUN	2012	2
4	2013	CFT	60a70	550a600	0	0	PS	2011	3
4	2013	CFT	60a70	550a600	1	1	MUN	2012	1
4	2013	CFT	60a70	S/I	1	1	PS	2012	4
4	2013	CFT	S/I	550a600			S/I	S/I	3
4	2013	CFT	S/I	550a600			S/I	S/I	5
4	2013	CFT	S/I	600a700			S/I	S/I	4
4	2013	IP	40a50	475a500	0	0	MUN	2008oAnterior	4
4	2013	IP	40a50	475a500	0	0	PS	2008oAnterior	1
4	2013	IP	40a50	475a500	0	0	PS	2008oAnterior	2
4	2013	IP	40a50	475a500	0	0	PS	2010	3
4	2013	IP	40a50	475a500	0	0	PS	2010	5
4	2013	IP	40a50	500a550	0	0	MUN	2012	1
4	2013	IP	40a50	500a550	0	0	MUN	2012	4
4	2013	IP	40a50	500a550	0	0	PP	2012	5
4	2013	IP	40a50	500a550	0	0	PS	2008oAnterior	4
4	2013	IP	40a50	550a600	0	0	PS	2011	2
4	2013	IP	40a50	S/I	0	0	PP	2009	2
4	2013	IP	40a50	S/I	0	0	PP	2012	2
4	2013	IP	50a55	475a500	0	0	MUN	2008oAnterior	4
4	2013	IP	50a55	475a500	0	0	PP	2012	1
4	2013	IP	50a55	475a500	0	0	PP	2012	2
4	2013	IP	50a55	500a550	0	0	MUN	2010	4
4	2013	IP	50a55	500a550	0	0	PS	2009	1
4	2013	IP	50a55	500a550	0	0	PS	2010	5
4	2013	IP	50a55	550a600	0	0	MUN	2011	2
4	2013	IP	50a55	550a600	0	0	PP	2011	4
4	2013	IP	50a55	550a600	0	0	PS	2009	3
4	2013	IP	50a55	600a700	0	0	PS	2010	2
4	2013	IP	50a55	600a700	0	0	PS	2011	2
4	2013	IP	50a55	600a700	0	0	PS	2012	5
4	2013	IP	50a55	S/I	0	0	PP	2010	3
4	2011	IP	50a55	S/I	0	0	PP	2010	4
4	2011	IP	50a55	S/I	0	0	PP	2010	5
4	2013	IP	50a55	S/I	0	0	PP	2012	3
4	2013	IP	55a60	100a475	0	0	MUN	2010	5
4	2012	IP	55a60	100a475	0	0	PP	2011	3
4	2013	IP	55a60	100a475	0	0	PP	2012	1
4	2013	IP	55a60	100a475	1	0	MUN	2012	5
4	2013	IP	55a60	475a500	0	0	MUN	2008oAnterior	3
4	2013	IP	55a60	475a500	0	0	MUN	2012	5
4	2013	IP	55a60	475a500	0	0	PS	2009	2
4	2013	IP	55a60	475a500	1	0	MUN	2012	1
4	2013	IP	55a60	475a500	1	1	MUN	2012	3
4	2013	IP	55a60	475a500	1	1	PS	2012	4
4	2013	IP	55a60	500a550	0	0	MUN	2008oAnterior	4
4	2013	IP	55a60	500a550	0	0	MUN	2009	1
4	2013	IP	55a60	500a550	0	0	PP	2012	3
4	2013	IP	55a60	500a550	0	0	PP	2012	5
4	2013	IP	55a60	500a550	0	0	PS	2008oAnterior	5
4	2013	IP	55a60	500a550	0	0	PS	2010	5
4	2013	IP	55a60	500a550	1	0	MUN	2012	3
4	2013	IP	55a60	500a550	1	0	PS	2012	4
4	2013	IP	55a60	500a550	1	0	PS	2012	5
4	2013	IP	55a60	500a550	1	1	PS	2012	4
4	2013	IP	55a60	550a600	0	0	MUN	2008oAnterior	1
4	2013	IP	55a60	550a600	0	0	MUN	2008oAnterior	3
4	2013	IP	55a60	550a600	0	0	MUN	2009	2
4	2013	IP	55a60	550a600	0	0	PP	2012	3
4	2013	IP	55a60	550a600	0	0	PS	2010	3
4	2013	IP	55a60	550a600	1	0	PS	2012	3
4	2013	IP	55a60	550a600	1	1	PS	2012	3
4	2013	IP	55a60	600a700	0	0	MUN	2011	2
4	2013	IP	55a60	600a700	0	0	MUN	2012	2
4	2013	IP	55a60	600a700	0	0	MUN	2012	5
4	2013	IP	55a60	600a700	0	0	PS	2012	1
4	2013	IP	55a60	S/I	0	0	PP	2008oAnterior	1
4	2013	IP	55a60	S/I	0	0	PP	2008oAnterior	2
4	2013	IP	55a60	S/I	0	0	PP	2009	5
4	2013	IP	55a60	S/I	0	0	PP	2011	1
4	2013	IP	55a60	S/I	0	0	PP	2012	2
4	2013	IP	55a60	S/I	1	0	PS	2012	3
4	2013	IP	55a60	S/I	1	1	PS	2012	3
4	2013	IP	55a60	S/I	1	1	PS	2012	5
4	2013	IP	60a70	100a475	0	0	MUN	2012	5
4	2013	IP	60a70	100a475	0	0	PS	2008oAnterior	3
